        75
        67	         1	   0.00000000
        68	         1	   0.00000000
        69	         1	   0.00000000
        70	         1	   0.00000000
        71	         1	   0.00000000
        72	         1	   0.00000000
        73	         1	   0.00000000
        74	         1	   0.00000000
        75	         1	   0.00000000
        76	         1	   0.00000000
        77	         1	   0.00000000
        78	         1	   0.00000000
        79	         1	   0.00000000
        80	         1	   0.00000000
        81	         1	   0.00000000
        82	         1	   0.00000000
        83	         1	   0.00000000
        84	         1	   0.00000000
        85	         1	   0.00000000
        86	         1	   0.00000000
        87	         1	   0.00000000
        88	         1	   0.00000000
        89	         1	   0.00000000
        90	         1	   0.00000000
        91	         1	   0.00000000
        92	         1	   0.00000000
        93	         1	   0.00000000
        94	         1	   0.00000000
        95	         1	   0.00000000
        96	         1	   0.00000000
        97	         1	   0.00000000
        98	         1	   0.00000000
        99	         1	   0.00000000
         3	         2	   0.00000000
         6	         2	   0.00000000
         9	         2	   0.00000000
        12	         2	   0.00000000
        15	         2	   0.00000000
        18	         2	   0.00000000
        21	         2	   0.00000000
        24	         2	   0.00000000
        27	         2	   0.00000000
        30	         2	   0.00000000
        33	         2	   0.00000000
        36	         2	   0.00000000
        39	         2	   0.00000000
        42	         2	   0.00000000
        45	         2	   0.00000000
        48	         2	   0.00000000
        51	         2	   0.00000000
        54	         2	   0.00000000
        57	         2	   0.00000000
        60	         2	   0.00000000
        63	         2	   0.00000000
        66	         2	   0.00000000
        69	         2	   0.00000000
        72	         2	   0.00000000
        75	         2	   0.00000000
        78	         2	   0.00000000
        81	         2	   0.00000000
        84	         2	   0.00000000
        87	         2	   0.00000000
        90	         2	   0.00000000
        93	         2	   0.00000000
        96	         2	   0.00000000
        99	         2	   0.00000000
        31	         3	   0.00000000
        32	         3	   0.00000000
        33	         3	   0.00000000
        64	         3	   0.00000000
        65	         3	   0.00000000
        66	         3	   0.00000000
        97	         3	   0.00000000
        98	         3	   0.00000000
        99	         3	   0.00000000
